date,market_state_base,regime_confidence_base,p_bull_base,p_chop_base,p_bear_base,transition_risk_base,breadth_base,vix_base,macro_score_base,news_bias_base,suppression_score_base,portfolio_return_base,gross_exposure_base,net_exposure_base,market_state_dexter,regime_confidence_dexter,p_bull_dexter,p_chop_dexter,p_bear_dexter,transition_risk_dexter,breadth_dexter,vix_dexter,macro_score_dexter,news_bias_dexter,suppression_score_dexter,portfolio_return_dexter,gross_exposure_dexter,net_exposure_dexter,turnover_base,turnover_dexter,extra_turnover,extra_friction_cost,return_delta,defensive_shift,false_defensive_roundtrip,clears_friction_gate
2020-02-14,CHOP,1.0,0.9726654227906548,0.0230235034331756,0.0043110737761697,0.0080875218357295,0.2757857459052678,13.369999885559082,0.0702065317615537,0.2391170311337233,0.0,-0.0542490003075869,1.0,0.7623963348288932,CHOP,1.0,0.9726654227906548,0.0230235034331756,0.0043110737761697,0.0080875218357295,0.2757857459052678,13.369999885559082,0.0702065317615537,0.2391170311337233,0.0,-0.0542490003075869,1.0,0.7623963348288932,0.9887475076785919,0.9887475076785919,0.0,0.0,0.0,False,False,False
2020-02-28,BEAR,0.9,0.0007987004293398,0.0111526923710582,0.988048607199602,0.4452319086864921,0.2248782647189021,17.770000457763672,0.0045017068234878,-0.0641122679078414,0.0,-0.0384738166119829,0.6777345819188375,0.3782654180811627,BEAR,0.9,0.0007987004293398,0.0111526923710582,0.988048607199602,0.4452319086864921,0.2248782647189021,17.770000457763672,0.0045017068234878,-0.0641122679078414,0.0,-0.0384738166119829,0.6777345819188375,0.3782654180811627,1.5033285133195458,1.5033285133195458,0.0,0.0,0.0,False,False,False
2020-03-06,BEAR,0.9,0.0005693162471088,0.0076952501868829,0.991735433566008,0.0034258484011029,0.1735281097830898,23.25,0.0207041868991293,0.1941694502833143,0.0,-0.0603727647206595,0.6697486909954292,0.3817486909954292,BEAR,0.9,0.0005693162471088,0.0076952501868829,0.991735433566008,0.0034258484011029,0.1735281097830898,23.25,0.0207041868991293,0.1941694502833143,0.0,-0.0603727647206595,0.6697486909954292,0.3817486909954292,1.0956304248850532,1.0956304248850532,0.0,0.0,0.0,False,False,False
2020-03-13,BEAR,0.9,0.0001180055430638,0.0023675029643135,0.9975144914926228,0.0031212788770647,0.0849933598937583,41.15999984741211,-0.0626775141144405,0.253992026778327,0.0,-0.0199663863206171,0.4919292341852755,0.2471292341852755,BEAR,0.9,0.0001180055430638,0.0023675029643135,0.9975144914926228,0.0031212788770647,0.0849933598937583,41.15999984741211,-0.0626775141144405,0.253992026778327,0.0,-0.0199663863206171,0.4919292341852755,0.2471292341852755,0.9651048441774496,0.9651048441774496,0.0,0.0,0.0,False,False,False
2020-03-20,BEAR,1.0,5.381439493551352e-05,0.0015539918147885,0.998392193790276,0.0007272901548758,0.0393979637007525,72.19999694824219,-0.2834902544719228,-0.1388777059960064,0.0,-0.0047504507105284,0.5125944399370568,0.2575944399370567,BEAR,1.0,5.381439493551352e-05,0.0015539918147885,0.998392193790276,0.0007272901548758,0.0393979637007525,72.19999694824219,-0.2834902544719228,-0.1388777059960064,0.0,-0.0047504507105284,0.5125944399370568,0.2575944399370567,0.9461773079379011,0.9461773079379011,0.0,0.0,0.0,False,False,False
2020-03-27,BEAR,0.9,9.685802836958708e-05,0.0018878448292482,0.998015297142382,0.0005859156687497,0.0367419212040725,71.52999877929688,-0.1605146741287315,0.6489333343810311,0.0,-0.0010476765770234,0.4895021204683764,0.2447021204683764,BEAR,0.9,9.685802836958708e-05,0.0018878448292482,0.998015297142382,0.0005859156687497,0.0367419212040725,71.52999877929688,-0.1605146741287315,0.6489333343810311,0.0,-0.0010476765770234,0.4895021204683764,0.2447021204683764,0.6156777514598307,0.6156777514598307,0.0,0.0,0.0,False,False,False
2020-04-03,BEAR,1.0,7.440005330816805e-05,0.0018632300632852,0.9980623698834066,0.0004235887674413,0.0402833111996458,60.04999923706055,-0.1850260387295417,0.0979828733514107,0.0,0.0388969767214494,0.510369904761939,0.255369904761939,BEAR,1.0,7.440005330816805e-05,0.0018632300632852,0.9980623698834066,0.0004235887674413,0.0402833111996458,60.04999923706055,-0.1850260387295417,0.0979828733514107,0.0,0.0388969767214494,0.510369904761939,0.255369904761939,0.44630638554957053,0.44630638554957053,0.0,0.0,0.0,False,False,False
2020-04-17,BEAR,0.9,0.0001861304001975,0.0031155030924661,0.9966983665073365,0.0013113542978038,0.0832226648959716,46.09999847412109,-0.078850206940928,0.3137053453160238,0.0,0.0055444112275428,0.5135907272513863,0.2654894749259238,BEAR,0.9,0.0001861304001975,0.0031155030924661,0.9966983665073365,0.0013113542978038,0.0832226648959716,46.09999847412109,-0.078850206940928,0.3137053453160238,0.0,0.0055444112275428,0.5135907272513863,0.2654894749259238,0.48989556721367045,0.48989556721367045,0.0,0.0,0.0,False,False,False
2020-04-24,BEAR,0.7791921807457068,7.666205698844304e-05,0.0027045695991945,0.997218768343817,0.2008057595690505,0.1000442673749446,39.22999954223633,-0.1408462470221788,-0.338191503339162,1.0,0.0190775047126541,0.3729786669791404,0.3729786669791404,BEAR,0.7791921807457068,7.666205698844304e-05,0.0027045695991945,0.997218768343817,0.2008057595690505,0.1000442673749446,39.22999954223633,-0.1408462470221788,-0.338191503339162,1.0,0.0190775047126541,0.3729786669791404,0.3729786669791404,0.47442592588221605,0.47442592588221605,0.0,0.0,0.0,False,False,False
2020-05-08,BEAR,1.0,0.0003746390647665,0.0048847315184232,0.9947406294168102,0.0022419644467443,0.0938468348826914,39.93000030517578,-0.0398535887298865,0.4048001584126696,0.0,-0.0043753428154012,0.5463534236617056,0.2731857020906054,BEAR,1.0,0.0003746390647665,0.0048847315184232,0.9947406294168102,0.0022419644467443,0.0938468348826914,39.93000030517578,-0.0398535887298865,0.4048001584126696,0.0,-0.0043753428154012,0.5463534236617056,0.2731857020906054,0.6208869229336637,0.6208869229336637,0.0,0.0,0.0,False,False,False
2020-05-15,BEAR,0.8760496278510734,0.0001652355782288,0.0036160180646149,0.9962187463571563,0.0493551947652233,0.0960602036299247,38.18000030517578,-0.1063141352513416,-0.1003036436072911,0.2395037214892658,0.0211780659419599,0.5183212456940531,0.2517284774491626,BEAR,0.8760496278510734,0.0001652355782288,0.0036160180646149,0.9962187463571563,0.0493551947652233,0.0960602036299247,38.18000030517578,-0.1063141352513416,-0.1003036436072911,0.2395037214892658,0.0211780659419599,0.5183212456940531,0.2517284774491626,0.6542083444087712,0.6542083444087712,0.0,0.0,0.0,False,False,False
2020-05-22,BEAR,0.9,0.0003838592913653,0.0054867404312999,0.9941294002773348,0.0021910975387258,0.1057990261177512,32.9900016784668,-0.0337030923367664,0.2201704996267148,0.0,-0.0127871151060304,0.53064,0.26136,BEAR,0.9,0.0003838592913653,0.0054867404312999,0.9941294002773348,0.0021910975387258,0.1057990261177512,32.9900016784668,-0.0337030923367664,0.2201704996267148,0.0,-0.0127871151060304,0.53064,0.26136,0.523060340120253,0.523060340120253,0.0,0.0,0.0,False,False,False
2020-05-29,BEAR,0.8654908364194033,0.0003760127197232,0.0058686685853357,0.9937553186949408,0.070514333635466,0.1119964586100044,30.020000457763672,-0.0107112397832295,0.2806131721834964,0.3450916358059674,0.0104197853764087,0.5175549690722827,0.2521468972260256,BEAR,0.8654908364194033,0.0003760127197232,0.0058686685853357,0.9937553186949408,0.070514333635466,0.1119964586100044,30.020000457763672,-0.0107112397832295,0.2806131721834964,0.3450916358059674,0.0104197853764087,0.5175549690722827,0.2521468972260256,0.6528213132417724,0.6528213132417724,0.0,0.0,0.0,False,False,False
2020-06-05,BEAR,1.0,0.0004724691978924,0.0080316375688699,0.9914958932332376,0.0243607839193939,0.16423196104471,29.690000534057617,-0.0907708915468753,-0.2660429584129498,0.1077436363434821,-0.0123178189974011,0.5527500000000001,0.2722500000000001,BEAR,1.0,0.0004724691978924,0.0080316375688699,0.9914958932332376,0.0243607839193939,0.16423196104471,29.690000534057617,-0.0907708915468753,-0.2660429584129498,0.1077436363434821,-0.0123178189974011,0.5527500000000001,0.2722500000000001,0.5411943911412824,0.5411943911412824,0.0,0.0,0.0,False,False,False
2020-06-12,BEAR,1.0,0.0002938793428941,0.0071530717637176,0.9925530488933882,0.1696819866911889,0.2040725984949092,29.65999984741211,-0.0705522315390467,-0.1447906883910519,0.8382905027711,0.0202095337438333,0.4105626973704536,0.4105626973704536,BEAR,1.0,0.0002938793428941,0.0071530717637176,0.9925530488933882,0.1696819866911889,0.2040725984949092,29.65999984741211,-0.0705522315390467,-0.1447906883910519,0.8382905027711,0.0202095337438333,0.4105626973704536,0.4105626973704536,0.612972114509627,0.612972114509627,0.0,0.0,0.0,False,False,False
2020-06-19,BEAR,0.9,0.0009522192989895,0.0112990445216517,0.9877487361793588,0.0048026373452394,0.2355024347056219,31.459999084472656,-0.0339742107836193,0.1615779166174263,0.0,0.0079126726552779,0.5284840122848826,0.2635159877151175,BEAR,0.9,0.0009522192989895,0.0112990445216517,0.9877487361793588,0.0048026373452394,0.2355024347056219,31.459999084472656,-0.0339742107836193,0.1615779166174263,0.0,0.0079126726552779,0.5284840122848826,0.2635159877151175,0.6741728432128744,0.6741728432128744,0.0,0.0,0.0,False,False,False
2020-06-26,BEAR,1.0,0.0015728818284822,0.0146392745619713,0.9837878436095464,0.0053394093002026,0.2957060646303674,29.729999542236328,0.0057863639039164,0.360283571424988,0.0,0.0059596735818978,0.5493191463083041,0.275680853691696,BEAR,1.0,0.0015728818284822,0.0146392745619713,0.9837878436095464,0.0053394093002026,0.2957060646303674,29.729999542236328,0.0057863639039164,0.360283571424988,0.0,0.0059596735818978,0.5493191463083041,0.275680853691696,0.8272673137527244,0.8272673137527244,0.0,0.0,0.0,False,False,False
2020-07-03,CHOP,0.8777429652365952,0.0011041062875316,0.0142554529853521,0.9846404407271162,0.048190471341799,0.298804780876494,26.51000022888184,-0.016290761332007,0.0911009898676253,0.2225703476340478,-0.0267654647554776,0.6656716284924958,0.4433526612428742,CHOP,0.8777429652365952,0.0011041062875316,0.0142554529853521,0.9846404407271162,0.048190471341799,0.298804780876494,26.51000022888184,-0.016290761332007,0.0911009898676253,0.2225703476340478,-0.0267654647554776,0.6656716284924958,0.4433526612428742,0.8278648730869408,0.8278648730869408,0.0,0.0,0.0,False,False,False
2020-07-10,CHOP,0.889078414679504,0.0015389054779611,0.0182925320453181,0.9801685624767208,0.0281295844539179,0.3266932270916334,24.90999984741211,-0.0235712453118672,-0.0053516272537928,0.1092158532049596,0.000878468552808,0.8015358081249737,0.57815697635244,CHOP,0.889078414679504,0.0015389054779611,0.0182925320453181,0.9801685624767208,0.0281295844539179,0.3266932270916334,24.90999984741211,-0.0235712453118672,-0.0053516272537928,0.1092158532049596,0.000878468552808,0.8015358081249737,0.57815697635244,1.0184633824094107,1.0184633824094107,0.0,0.0,0.0,False,False,False
2020-07-17,CHOP,1.0,0.0022039652780518,0.0182074930344872,0.9795885416874608,0.004822361628159,0.2939353696325807,25.36000061035156,0.0444536080778606,0.4581928417481197,0.0,0.0105850645446488,0.8387500000000002,0.6050000000000002,CHOP,1.0,0.0022039652780518,0.0182074930344872,0.9795885416874608,0.004822361628159,0.2939353696325807,25.36000061035156,0.0444536080778606,0.4581928417481197,0.0,0.0105850645446488,0.8387500000000002,0.6050000000000002,1.3283353934373785,1.3283353934373785,0.0,0.0,0.0,False,False,False
2020-07-24,CHOP,1.0,0.9786032731324624,0.0178997912312526,0.0034969356362848,0.4443584210352492,0.3262505533421868,24.63999938964844,0.0444070059837362,0.4304756553033202,0.0,-0.0152534833762448,0.836389180112926,0.6073608198870746,CHOP,1.0,0.9786032731324624,0.0178997912312526,0.0034969356362848,0.4443584210352492,0.3262505533421868,24.63999938964844,0.0444070059837362,0.4304756553033202,0.0,-0.0152534833762448,0.836389180112926,0.6073608198870746,1.21582142198592,1.21582142198592,0.0,0.0,0.0,False,False,False
2020-07-31,CHOP,0.8560720376901592,0.9424701189285088,0.0429601835088538,0.0145696975626373,0.1185357597382866,0.2983621071270473,24.729999542236328,-0.0412904897400342,-0.1470583710905998,0.4392796230984088,0.0561178928273148,0.7804488624848653,0.5801827392812018,CHOP,0.8560720376901592,0.9424701189285088,0.0429601835088538,0.0145696975626373,0.1185357597382866,0.2983621071270473,24.729999542236328,-0.0412904897400342,-0.1470583710905998,0.4392796230984088,0.0561178928273148,0.7804488624848653,0.5801827392812018,1.2662350139511107,1.2662350139511107,0.0,0.0,0.0,False,False,False
2020-08-07,CHOP,1.0,0.9707437915415892,0.0245345676766111,0.0047216407817998,0.0195187225239282,0.3417441345728198,23.149999618530277,0.024181732128436,0.2470021880638142,0.0,0.0643706116775884,1.0,0.7586371389409923,CHOP,1.0,0.9707437915415892,0.0245345676766111,0.0047216407817998,0.0195187225239282,0.3417441345728198,23.149999618530277,0.024181732128436,0.2470021880638142,0.0,0.0643706116775884,1.0,0.7586371389409923,1.3561502087545185,1.3561502087545185,0.0,0.0,0.0,False,False,False
2020-08-14,BULL,0.8707910955038918,0.9715064943323124,0.0245245408116872,0.0039689648560003,0.0652535193527796,0.4090305444887118,20.56999969482422,0.0111657212774297,0.1027351618367209,0.2920890449610827,0.0193025476400333,1.0,1.0,BULL,0.8707910955038918,0.9715064943323124,0.0245245408116872,0.0039689648560003,0.0652535193527796,0.4090305444887118,20.56999969482422,0.0111657212774297,0.1027351618367209,0.2920890449610827,0.0193025476400333,1.0,1.0,1.4598848743044954,1.4598848743044954,0.0,0.0,0.0,False,False,False
2020-08-21,BULL,0.9,0.973553261296976,0.0230929432793696,0.0033537954236543,0.0068811519594342,0.4710048694112439,20.6200008392334,0.0068056662822801,0.0745233888560741,0.0,0.0420676108267641,1.0,1.0,BULL,0.9,0.973553261296976,0.0230929432793696,0.0033537954236543,0.0068811519594342,0.4710048694112439,20.6200008392334,0.0068056662822801,0.0745233888560741,0.0,0.0420676108267641,1.0,1.0,1.2658325327920965,1.2658325327920965,0.0,0.0,0.0,False,False,False
2020-08-28,BULL,0.8687195225741597,0.9779457561069868,0.019283437844545,0.0027708060484681,0.0695025875044817,0.5219123505976095,18.899999618530277,0.0043877996430732,0.0234705555116068,0.3128047742584028,-0.0570749650861238,1.0000000000000002,1.0000000000000002,BULL,0.8687195225741597,0.9779457561069868,0.019283437844545,0.0027708060484681,0.0695025875044817,0.5219123505976095,18.899999618530277,0.0043877996430732,0.0234705555116068,0.3128047742584028,-0.0570749650861238,1.0000000000000002,1.0000000000000002,1.481117008501488,1.481117008501488,0.0,0.0,0.0,False,False,False
2020-09-04,BULL,0.815309772200256,0.9550528546276812,0.0372389014182563,0.0077082439540625,0.1902133391304517,0.4758742806551571,20.5,-0.01892889637404,-0.0891085328772996,0.8469022779974394,0.0007690964964571,0.8363777476371789,0.8363777476371789,BULL,0.815309772200256,0.9550528546276812,0.0372389014182563,0.0077082439540625,0.1902133391304517,0.4758742806551571,20.5,-0.01892889637404,-0.0891085328772996,0.8469022779974394,0.0007690964964571,0.8363777476371789,0.8363777476371789,1.4286263145215994,1.4286263145215994,0.0,0.0,0.0,False,False,False
2020-09-11,BULL,1.0,0.9802198509681024,0.0175417452173003,0.0022384038145971,0.0157288589224885,0.4386896857016379,21.26000022888184,0.0642590071444382,0.4732557222058491,0.0,0.0930698154848506,1.0,1.0,BULL,1.0,0.9802198509681024,0.0175417452173003,0.0022384038145971,0.0157288589224885,0.4386896857016379,21.26000022888184,0.0642590071444382,0.4732557222058491,0.0,0.0930698154848506,1.0,1.0,1.2822334670522424,1.2822334670522424,0.0,0.0,0.0,False,False,False
2020-09-18,BULL,1.0,0.9827481453141468,0.0150364934370573,0.0022153612487958,0.0050311756426497,0.4710048694112439,20.100000381469727,0.0878251702253224,0.6008754279706474,0.0,-0.0309753799551975,1.0,1.0,BULL,1.0,0.9827481453141468,0.0150364934370573,0.0022153612487958,0.0050311756426497,0.4710048694112439,20.100000381469727,0.0878251702253224,0.6008754279706474,0.0,-0.0309753799551975,1.0,1.0,1.2708821111770117,1.2708821111770117,0.0,0.0,0.0,False,False,False
2020-09-25,CHOP,0.8043119829002936,0.8907683620552078,0.073154396636691,0.0360772413081009,0.261828712516514,0.3563523683045595,23.51000022888184,-0.0485059278677531,-0.2077687234465769,0.9568801709970643,0.0636840904133146,0.7535010728550217,0.7535010728550217,CHOP,0.8043119829002936,0.8907683620552078,0.073154396636691,0.0360772413081009,0.261828712516514,0.3563523683045595,23.51000022888184,-0.0485059278677531,-0.2077687234465769,0.9568801709970643,0.0636840904133146,0.7535010728550217,0.7535010728550217,1.4237664496023814,1.4237664496023814,0.0,0.0,0.0,False,False,False
2020-10-09,BULL,1.0,0.9839952913548702,0.0142495225119693,0.0017551861331604,0.045504097140506,0.4293935369632581,20.3799991607666,0.0232901425150538,0.1774853558599626,0.0,0.0043608471487532,1.0,1.0,BULL,1.0,0.9839952913548702,0.0142495225119693,0.0017551861331604,0.045504097140506,0.4293935369632581,20.3799991607666,0.0232901425150538,0.1774853558599626,0.0,0.0043608471487532,1.0,1.0,1.305477038505793,1.305477038505793,0.0,0.0,0.0,False,False,False
2020-10-16,CHOP,1.0,0.9669321495170652,0.0277258825835023,0.0053419678994324,0.0153603775034857,0.3868968570163789,22.059999465942383,-0.0380918745204456,-0.1775334368409215,0.0,0.025377469136507,1.0,0.7671604005053808,CHOP,1.0,0.9669321495170652,0.0277258825835023,0.0053419678994324,0.0153603775034857,0.3868968570163789,22.059999465942383,-0.0380918745204456,-0.1775334368409215,0.0,0.025377469136507,1.0,0.7671604005053808,1.2468356178370879,1.2468356178370879,0.0,0.0,0.0,False,False,False
2020-10-23,BULL,0.8976747342176608,0.9860778810563448,0.0123708098547304,0.0015513090889248,0.0163607963638703,0.4245241257193448,22.63999938964844,0.0393594347352398,0.3692738260185128,0.0232526578233926,-0.0042956149973064,1.0,1.0,BULL,0.8976747342176608,0.9860778810563448,0.0123708098547304,0.0015513090889248,0.0163607963638703,0.4245241257193448,22.63999938964844,0.0393594347352398,0.3692738260185128,0.0232526578233926,-0.0042956149973064,1.0,1.0,1.0464587468225313,1.0464587468225313,0.0,0.0,0.0,False,False,False
2020-10-30,BULL,1.0,0.9823945151240469,0.0153323385287477,0.0022731463472055,0.0056332409141658,0.4147853032315183,24.020000457763672,0.0393389114832024,0.4156936151887965,0.0,0.0214905996572856,1.0,1.0,BULL,1.0,0.9823945151240469,0.0153323385287477,0.0022731463472055,0.0056332409141658,0.4147853032315183,24.020000457763672,0.0393389114832024,0.4156936151887965,0.0,0.0214905996572856,1.0,1.0,1.4240469628702537,1.4240469628702537,0.0,0.0,0.0,False,False,False
2020-11-06,BULL,0.8379945993616111,0.9714199633098451,0.024570672330505,0.0040093643596499,0.1354672298031294,0.4373616644532979,20.96999931335449,0.018566624299019,0.1580535580213805,0.620054006383889,0.0021596041506871,0.8953351922446764,0.8953351922446764,BULL,0.8379945993616111,0.9714199633098451,0.024570672330505,0.0040093643596499,0.1354672298031294,0.4373616644532979,20.96999931335449,0.018566624299019,0.1580535580213805,0.620054006383889,0.0021596041506871,0.8953351922446764,0.8953351922446764,1.216421574240114,1.216421574240114,0.0,0.0,0.0,False,False,False
2020-11-13,BULL,0.833890391339252,0.979244563318894,0.0180025985727859,0.0027528381083202,0.1404419422834531,0.4749889331562638,20.6200008392334,-0.0008791421252592,0.0350571351325755,0.6610960866074796,0.0932178188007214,0.8681657060294818,0.8681657060294818,BULL,0.833890391339252,0.979244563318894,0.0180025985727859,0.0027528381083202,0.1404419422834531,0.4749889331562638,20.6200008392334,-0.0008791421252592,0.0350571351325755,0.6610960866074796,0.0932178188007214,0.8681657060294818,0.8681657060294818,1.2310460288913396,1.2310460288913396,0.0,0.0,0.0,False,False,False
2020-11-20,BULL,0.863222316302811,0.9828177943433596,0.0149752248659371,0.0022069807907031,0.0790411586448562,0.5320938468348827,19.56999969482422,-0.0212958732526461,-0.147120554221296,0.3677768369718895,0.0187926591764185,1.0,1.0,BULL,0.863222316302811,0.9828177943433596,0.0149752248659371,0.0022069807907031,0.0790411586448562,0.5320938468348827,19.56999969482422,-0.0212958732526461,-0.147120554221296,0.3677768369718895,0.0187926591764185,1.0,1.0,1.3740647910029684,1.3740647910029684,0.0,0.0,0.0,False,False,False
2020-11-27,BULL,1.0,0.9928001257933916,0.0065742022379368,0.0006256719686714,0.0060571583875704,0.567950420540062,20.020000457763672,0.0658389027947489,0.4558844065421607,0.0,0.0549826229199729,1.0,1.0,BULL,1.0,0.9928001257933916,0.0065742022379368,0.0006256719686714,0.0060571583875704,0.567950420540062,20.020000457763672,0.0658389027947489,0.4558844065421607,0.0,0.0549826229199729,1.0,1.0,1.3800850525240036,1.3800850525240036,0.0,0.0,0.0,False,False,False
2020-12-04,BULL,1.0,0.9907929448516012,0.0083185460017972,0.0008885091466016,0.0029223442828058,0.6042496679946879,19.0,0.0042598963397761,0.0085348542617341,0.0,0.0068637812201919,1.0,1.0,BULL,1.0,0.9907929448516012,0.0083185460017972,0.0008885091466016,0.0029223442828058,0.6042496679946879,19.0,0.0042598963397761,0.0085348542617341,0.0,0.0068637812201919,1.0,1.0,1.1640246841793538,1.1640246841793538,0.0,0.0,0.0,False,False,False
2020-12-11,BULL,0.8844303374053705,0.988825592579201,0.0100199709513528,0.0011544364694462,0.0344904024898882,0.6308100929614874,18.709999084472656,0.0079936148169348,0.0116483219640791,0.1556966259462956,0.0145638658091006,1.0,1.0,BULL,0.8844303374053705,0.988825592579201,0.0100199709513528,0.0011544364694462,0.0344904024898882,0.6308100929614874,18.709999084472656,0.0079936148169348,0.0116483219640791,0.1556966259462956,0.0145638658091006,1.0,1.0,1.2291128847243085,1.2291128847243085,0.0,0.0,0.0,False,False,False
